lon,lat,transmission_efficiency_weighted,temp_mean,rh_mean,vegetation_index,ruggedness,hfp,ndvi_mean,veg_height_avg
-62,-24,-0.8687904845086915,296.86966,59.49,1.5740921778129895,0.73917,4.63066,0.58918,27.43
-62,-23,-0.86078173639754,297.26154,59.0,2.0513144930384324,0.73781,5.30365,0.580209,36.82
-62,-22,-0.8690620415353892,297.53064,59.44,2.790276698535375,0.74758,6.19854,0.628062,47.25
-62,-21,-0.8769347510185072,297.77444,59.4,2.5241329229933207,1.3884,3.97035,0.730761,35.51
-62,-20,-0.8849685821660532,297.83942,60.73,2.0855359084331506,1.5979,2.26839,0.803453,22.59
-62,-19,-0.8819679144355598,298.03,62.91,1.6553933311095173,1.20071,1.71951,0.792706,15.38
-62,-18,-0.8684943679193596,298.12753,66.02,1.947284044946235,3.21437,7.50244,0.757224,23.12
-62,-17,-0.8684242747635964,296.85205,72.63,3.2413162640248947,6.94612,6.06883,0.827869,42.26
-62,-16,-0.8565511609970455,297.49649,75.24,3.501994857516637,5.95397,3.33047,0.802526,48.75
-62,-15,-0.8170077542987,297.94653,77.63,3.604764537573448,3.22041,2.81746,0.820456,49.45
-62,-14,-0.820870501722726,298.32159,77.12,2.848410376774523,2.36575,2.62813,0.76178,39.42
-62,-13,-0.7513817407255575,297.88937,77.46,3.1377807571040273,6.84641,3.19087,0.783137,43.33
-62,-12,-0.6590331768253945,298.35602,77.03,2.3228863552941394,7.58964,7.86808,0.777662,28.68
-62,-11,-0.6273497752738201,298.55045,78.5,3.296119595420974,10.61908,3.33445,0.799773,45.14
-62,-10,-0.6211241135860347,298.83148,80.19,3.5053715742284686,5.57963,3.46612,0.787086,49.84
-62,-9,-0.6219816120052749,299.00867,81.25,3.1560270087905966,4.26987,1.35426,0.759344,45.25
-62,-8,-0.6173998696571141,298.99158,83.77,3.597723440633752,3.97837,1.73763,0.811146,49.94
-62,-7,-0.6140513029651192,299.09094,85.65,3.546160537587281,3.15844,0.81587,0.800329,49.71
-62,-6,-0.6225701643801124,299.13959,86.51,3.4666639221385713,2.64078,1.37608,0.792296,48.78
-62,-5,-0.6283484994989463,299.20938,87.17,3.325636322811028,2.44842,0.78164,0.765429,47.97
-62,-4,-0.6359350337247806,299.38211,87.7,3.2854626465140098,2.90288,1.90029,0.744845,48.6
-62,-3,-0.6457291401821678,299.11618,87.87,3.526341692478593,3.43601,0.47355,0.804608,49.06
-62,-2,-0.6424711475514141,299.18457,87.76,3.28124112812102,3.45206,0.84687,0.817738,43.67
-62,-1,-0.6442105570671005,298.94189,87.97,3.4999188833529233,2.82994,0.60653,0.816974,47.75
-62,0,-0.6408161093843748,299.19424,85.17,3.033396273303105,2.2178,0.31658,0.763408,42.72
-62,1,-0.6503489420327668,298.95215,83.17,3.1408419965100203,7.50327,0.86218,0.767159,44.45
-62,2,-0.6767257074851283,299.17255,80.36,3.198474347964516,9.27088,3.99639,0.746456,46.89
-62,3,-0.6646066294772749,299.60742,77.38,2.290319138177382,7.29092,3.23822,0.675207,34.9
-62,4,-0.6811976967358712,296.30896,79.3,2.461426882679702,15.76944,2.89363,0.721066,35.0
-62,5,-0.660895764849551,293.80197,81.46,1.588409476841069,17.10007,2.92031,0.647675,23.8
-62,6,-0.6608025780158008,298.60318,78.24,3.44649931741919,11.50512,3.084,0.793625,48.32
-62,7,-0.6795029144030544,298.7569,77.42,2.92287879956232,7.43238,4.45214,0.733719,42.66
-62,8,-0.7318749373063486,298.62393,83.64,3.2768935074977588,6.55473,3.51012,0.771617,46.66
-62,9,-0.8433863824511849,299.15726,83.28,2.3397266389762184,1.10297,3.4102,0.738307,31.61
-62,10,-0.871517767937092,299.23257,81.02,1.4419647325276919,5.59651,22.44056,0.755113,13.95
-62,11,-0.8712231477803156,299.49265,,0.3778993168949202,0.00173,23.17867,0.66775,0.16
-62,12,-0.8695657451563389,299.50134,78.63,0.43109810147122507,0.95464,20.35038,0.682475,0.16
-62,13,-0.8247289612501185,299.55945,77.64,0.8265331079030455,1.76465,19.53359,0.790426,0.26
-62,14,-0.8210363532137624,299.51083,76.45,0.7702593772582513,1.75033,25.30557,0.770944,0.52
-62,15,-0.8234833768627783,299.20761,78.86,0.906621136778603,3.48626,16.59847,0.788858,1.84
-62,16,-0.8224649030884044,299.15988,77.26,0.7789149154065448,2.2725,26.31608,0.738938,2.81
-62,17,-0.8360181976160515,299.1868,76.11,0.2478634796807152,0.34806,25.08817,0.623044,0.74
-62,44,-0.8390630473286177,280.36487,78.27,0.29704974585530175,0.005,12.2608,0.6311,1.11
-62,45,-0.8260096117680018,279.44635,78.08,1.2593739945280282,4.64332,9.61016,0.473826,29.31
-62,46,-0.8254532065235112,278.7598,79.21,-0.9447390122325304,2.42693,10.07076,0.249676,3.62
-62,47,-0.8405952486327354,278.0549,,-1.8878328288549944,0.12088,18.19648,0.043017,0.0
-62,49,-0.8229084459607706,276.46216,78.44,-1.464321992967684,0.16813,2.26719,0.096846,4.22
-62,50,-0.8294820665768402,275.14648,73.17,0.7276175358786794,7.00924,0.5771,0.081471,45.63
-62,51,-0.8193863847046186,272.7767,73.76,1.2639434359897543,10.84105,0.00156,0.171634,49.51
-62,52,-0.8305269041876001,272.03009,73.9,1.174274188669058,8.58124,0.25475,0.157931,48.77
-62,53,-0.8368228862141276,271.09769,76.21,-0.4621054886545475,8.8243,0.39781,0.105497,22.11
-62,54,-0.8367806083336651,270.19565,76.87,-1.434907223537872,13.41124,0.08431,0.075243,6.2
-62,55,-0.8164710641510863,269.95877,76.06,-1.0732932640731638,18.43673,0.17761,0.043887,14.95
-62,56,-0.8256853539050859,269.57611,75.88,-1.5312831902580413,11.88153,0.86231,-0.024443,11.06
-62,57,-0.819748364164833,268.85608,76.94,-1.9344510502332315,6.4547,0.67467,-0.042596,4.84
-61,-39,-0.9291115899125889,287.63159,62.84,0.05593356111371561,0.95663,12.49811,0.553094,1.86
-61,-38,-0.9244275143445078,287.08493,65.6,-0.0365769792173819,0.75032,12.6826,0.551524,0.26
-61,-37,-0.914030514364548,287.97095,66.15,-0.12978728083568447,0.92936,12.88731,0.524973,0.31
-61,-36,-0.9076824156560671,288.96381,65.88,0.5925294415530036,0.88953,11.70772,0.709281,1.35
-61,-35,-0.8853864191272142,289.60849,65.92,0.6631499916995299,1.00226,14.66532,0.737992,0.74
-61,-34,-0.8568768301910347,290.41016,66.21,1.2722863576281935,0.9532,17.97668,0.727827,12.64
-61,-33,-0.8724191635701256,291.2023,67.24,1.0497547039492534,1.55138,13.33614,0.661575,12.95
-61,-32,-0.8630043521621975,291.80029,67.52,0.7507787595030495,1.50585,17.27912,0.623438,9.98
-61,-31,-0.8445120990749766,292.33365,66.94,0.3709553863672251,0.91619,11.39723,0.542943,8.34
-61,-30,-0.8508228586275832,292.98508,66.64,0.7527857998894668,0.78358,9.41613,0.586437,12.48
-61,-29,-0.8922687065713963,293.70291,65.56,0.7191325386874541,0.54433,5.28053,0.571113,12.88
-61,-28,-0.8739474360584979,294.24738,64.89,0.29767265902327633,0.96789,11.24678,0.542639,7.01
-61,-27,-0.8635913880486238,294.8092,64.45,1.0388442408553347,1.24499,11.62352,0.566166,19.1
-61,-26,-0.8489302385895569,295.57788,63.31,1.3121745675097274,1.06194,6.27191,0.68058,16.52
-61,-25,-0.8499086088918815,296.23648,62.39,0.7991880693878142,0.84092,4.0437,0.641945,9.64
-61,-24,-0.8515741272869295,296.81824,61.5,0.5115729215519114,0.71931,6.10155,0.563387,9.57
-61,-23,-0.8432719321060037,297.30875,60.61,1.3397143745151108,0.82108,9.81901,0.601973,22.26
-61,-22,-0.8601409890912356,297.86435,60.05,2.0175562418137916,0.70683,4.70906,0.592798,35.36
-61,-21,-0.8723717286863785,298.53326,58.41,1.4769583329926184,1.48282,3.05278,0.698399,18.37
-61,-20,-0.8736739600813042,298.44104,60.44,2.3663407993272605,1.49993,2.61938,0.817031,26.86
-61,-19,-0.8468905376367011,297.5495,64.92,3.086930541016554,3.29526,2.83994,0.843424,38.38
-61,-18,-0.8517999479134155,297.76181,67.92,3.216931830385411,5.1162,5.33561,0.820068,42.33
-61,-17,-0.8501927479175098,297.82755,69.37,3.005247007537247,6.41129,6.39785,0.80444,39.47
-61,-16,-0.877295112696105,298.439,71.33,2.859559250832267,4.39424,5.5647,0.772227,38.93
-61,-15,-0.8264655360060635,297.20413,76.42,3.208680583998331,8.05861,3.17615,0.791795,44.06
-61,-14,-0.82285284497681,297.70587,76.38,3.1197163631085285,7.27808,4.35523,0.785498,42.84
-61,-13,-0.70215750258952,297.36096,76.47,3.2227600915295973,7.32303,3.76964,0.766398,46.01
-61,-12,-0.6543935912216348,297.83115,77.63,3.3706892859096156,11.48762,3.37367,0.787664,47.32
-61,-11,-0.6339894414797573,298.53119,78.8,3.5496214019697643,9.5166,1.83153,0.799334,49.84
-61,-10,-0.6171827083898229,298.78598,80.0,3.634217831373932,6.57339,2.35241,0.820346,50.0
-61,-9,-0.6150541902771519,298.86386,81.57,3.6143773820820657,7.21094,0.40664,0.815305,49.97
-61,-8,-0.6123085459974416,298.86005,83.87,3.563515275517043,7.68593,0.96776,0.801377,49.96
-61,-7,-0.6196611938177975,299.02112,85.46,3.525025500213667,5.4461,0.87989,0.799136,49.4
-61,-6,-0.6167324957464262,299.39297,85.4,3.3681760880918814,3.0643,1.27774,0.78141,47.69
-61,-5,-0.6284848475361877,299.38562,86.07,3.3576248906490385,2.80316,0.82688,0.780142,47.58
-61,-4,-0.6305619822427443,299.65564,86.19,2.8398573965042733,3.4497,4.78211,0.719152,42.1
-61,-3,-0.6550090114468629,299.40894,85.27,3.2880664730235236,7.0971,1.94025,0.786277,45.89
-61,-2,-0.6397484959404416,298.91794,87.9,3.535836929467463,8.65638,1.256,0.8164,48.45
-61,-1,-0.646211918317807,298.66953,87.85,3.6792632602667696,7.29691,1.24455,0.837321,49.7
-61,0,-0.6511452316467768,298.85428,85.97,3.4069034378384115,4.62088,2.47476,0.8058,46.78
-61,1,-0.6491311123029112,299.08191,82.53,3.1545091156961123,7.0283,2.31078,0.764332,44.89
-61,2,-0.6648245214856932,299.6839,77.39,1.8626654857408493,8.02996,6.01358,0.659891,28.04
-61,3,-0.6559828343820908,300.9967,70.17,-0.5008879055510189,3.12969,5.71167,0.342335,5.63
-61,4,-0.6641349761593611,297.68573,74.01,-0.028444499918105104,19.85244,3.61035,0.416919,9.37
-61,5,-0.6564481695207973,294.89206,83.34,3.013217380773219,18.62855,1.13784,0.758724,42.66
-61,6,-0.6628122892445919,297.32535,82.74,3.316583846813785,11.84188,1.05088,0.766679,47.72
-61,7,-0.6718373023092655,298.23831,82.86,3.4115648118727036,7.04658,1.99302,0.789664,47.94
-61,8,-0.686617746292327,298.93893,84.42,2.3870237081075896,2.06957,3.14793,0.780993,29.64
-61,9,-0.8409155797199633,299.38028,83.33,0.8982380138310657,0.26336,3.37756,0.724344,5.98
-61,10,-0.8478961691607108,299.48016,82.57,0.175308527646183,0.12371,17.44341,0.567508,3.1
-61,11,-0.8011941380919058,299.51767,78.96,0.8882255979273815,0.69352,22.95515,0.782264,1.94
-61,13,-0.8127619000844338,299.49011,74.75,0.8431549880114376,0.80547,22.06201,0.781206,1.18
-61,14,-0.8196966209483714,299.39279,78.07,0.776951447091123,1.00408,33.60796,0.748009,2.17
-61,43,-0.779404875,281.78323,,-0.9255589852372725,0.0014,4.60428,,0.0
-61,45,-0.8332450047780917,279.48605,78.2,0.307193750473399,1.79417,8.68385,0.407517,16.18
-61,46,-0.8271844440787612,278.517,79.33,0.2434248893279124,8.68772,9.04727,0.242194,26.01
-61,47,-0.8319210445832809,278.19,,-1.2726742381186993,0.20201,6.65502,0.213288,0.0
-61,50,-0.8244751527341098,275.15723,73.9,0.7284779132092903,7.51587,0.42276,0.118815,43.16
-61,51,-0.8227439723544392,273.07333,73.96,1.181395947950199,9.46199,0.0986,0.150438,49.4
-61,52,-0.8317894987271075,272.22989,74.49,1.053932983061341,6.03207,0.20874,0.156169,46.67
-61,53,-0.8360638915238059,272.44879,73.86,0.5810727944924466,8.80657,2.20159,0.189332,35.75
-61,54,-0.8365096212528463,271.04276,75.85,-0.5798026902796558,7.47238,0.00115,0.089294,21.02
-61,55,-0.8211262087845626,270.61691,75.92,-1.8169659526232922,7.43891,0.70896,0.017865,2.98
-61,56,-0.8220790655480679,269.86578,78.0,-2.214888196028161,0.17659,0.08151,-0.04796,0.03
-60,-39,-0.9249605315694728,287.54236,65.77,0.37627786904715477,0.77553,11.98813,0.621332,3.22
-60,-38,-0.9212701931989963,286.89932,67.58,0.12681962620526321,2.79595,12.61723,0.592845,0.52
-60,-37,-0.9202495482269114,287.99146,67.6,-0.12395382806815214,0.71645,12.44665,0.522832,0.56
-60,-36,-0.8981149858995366,289.04767,66.92,0.547166067228987,0.79737,13.45847,0.619809,6.47
-60,-35,-0.8630067609785461,289.72461,67.22,0.2766337141587052,1.05608,19.57791,0.638068,0.27
-60,-34,-0.8566964928153284,290.69348,67.35,1.6823916510681147,0.87541,9.19868,0.68796,22.85
-60,-33,-0.8657700498633493,291.04156,67.43,0.4285190015488721,1.84119,13.22679,0.668391,1.05
-60,-32,-0.863282385416443,291.65204,67.86,0.49571289139254404,1.49251,10.40239,0.675873,1.79
-60,-31,-0.8630519113852382,292.44037,68.69,0.7053081065451335,1.19477,7.05603,0.646005,7.64
-60,-30,-0.8804173096001504,293.02802,69.07,0.6254821260551848,0.95375,11.19163,0.580194,10.55
-60,-29,-0.8902346536119976,293.6373,68.87,0.12797674602810494,0.94251,10.15883,0.552454,3.23
-60,-28,-0.8668093383709499,294.23245,68.16,0.13890242418450394,1.06123,8.64106,0.55007,3.59
-60,-27,-0.8623140070592769,294.75931,67.94,0.715972862631181,1.65125,10.21928,0.656318,7.15
-60,-26,-0.8532744678811881,295.39822,66.51,1.0049564709150596,1.61145,5.61482,0.718129,8.36
-60,-25,-0.8503242382009515,296.07886,64.83,0.5909285630838804,0.89538,5.46814,0.67038,3.91
-60,-24,-0.8499564242309577,296.75082,63.22,0.25128877901398394,0.87448,7.93785,0.594698,2.69
-60,-23,-0.8440207763068905,297.41574,61.65,1.0219142357945332,0.95576,10.702,0.603393,16.31
-60,-22,-0.8480344750479795,298.03497,60.79,1.8272057606152625,0.76789,5.2321,0.576315,32.95
-60,-21,-0.8360908533403494,298.71185,59.8,2.1635418469976306,0.67966,3.91985,0.659345,33.62
-60,-20,-0.8687004980472237,298.57181,61.82,2.9241878561377663,1.5464,2.2245,0.802284,38.12
-60,-19,-0.8733245524020264,298.05035,65.49,3.1975146618719057,5.5688,3.81575,0.830317,41.29
-60,-18,-0.8416264435722898,297.76141,69.1,3.489983118064022,10.81915,3.1527,0.819632,47.39
-60,-17,-0.8572133562762899,298.66391,68.66,3.086016062496692,6.39466,4.41056,0.779475,42.62
-60,-16,-0.8940040546495761,297.99677,72.12,2.727888766345753,7.38705,7.01543,0.744645,38.34
-60,-15,-0.8727522736720381,297.04486,74.81,2.728653104748746,7.21063,4.13239,0.753119,37.79
-60,-14,-0.8468208359346906,296.7485,75.15,2.990243308949614,5.67344,4.67313,0.741098,43.41
-60,-13,-0.7366430631349465,297.54889,74.79,3.223341228872605,6.43567,1.30929,0.789243,44.5
-60,-12,-0.6726689700125683,297.63406,76.89,3.5535125005780595,9.08441,0.85821,0.803716,49.62
-60,-11,-0.6236370244083909,298.13425,77.52,3.5482644882336176,9.64325,1.91022,0.80001,49.77
-60,-10,-0.6211572319420675,298.79736,78.99,3.5767197901833114,7.53768,3.43831,0.804431,50.0
-60,-9,-0.6110307851468533,298.69403,81.0,3.6714968940722943,8.57087,0.2192,0.830965,49.98
-60,-8,-0.6196593272067911,298.60843,81.79,3.6106892549313168,9.79406,1.46785,0.816838,49.8
-60,-7,-0.6164647301875823,298.99228,83.16,3.5179288492147043,7.85042,1.00792,0.800026,49.21
-60,-6,-0.6243617385361128,299.35281,84.01,3.4321632820186685,5.53218,0.51606,0.776437,49.2
-60,-5,-0.6285613952173611,299.58206,84.93,3.334276011557118,3.44857,1.04143,0.748291,49.27
-60,-4,-0.6354890273280398,299.92719,84.12,2.890796044572687,3.8883,4.57519,0.691789,44.86
-60,-3,-0.6717731276135078,299.10333,84.71,3.559192526183382,8.85115,2.90587,0.823766,48.39
-60,-2,-0.6338817223697395,299.10477,85.2,2.927411781585944,13.57211,0.66017,0.77238,40.17
-60,-1,-0.6451902551411178,298.48846,86.26,3.7548998943738754,14.334,0.35973,0.855853,49.86
-60,0,-0.6519480324781441,298.53549,85.08,3.6997238620787236,7.58363,1.64609,0.838778,49.98
-60,1,-0.6457999422152269,298.31476,82.25,3.5785153616736993,11.12767,0.48187,0.834823,48.01
-60,2,-0.6527348399417445,299.37247,77.01,0.9439607672043426,4.72083,4.28141,0.565141,17.42
-60,3,-0.661988610269577,299.64828,74.8,1.4822569263854746,12.5699,4.17603,0.582539,26.18
-60,4,-0.6675032645661081,297.70264,78.72,2.566298879829638,23.86422,2.27313,0.709082,37.73
-60,5,-0.6754276585825142,297.09637,85.84,3.3467532233402926,14.15773,1.17651,0.775931,47.66
-60,6,-0.6534009623038872,298.00522,85.67,3.190886697897626,9.07062,0.91147,0.777706,44.67
-60,7,-0.6455703161824856,298.31607,85.09,3.18240876911087,5.38191,1.04046,0.795039,43.36
-60,8,-0.6691837073571365,299.25647,84.58,1.1623449739198017,0.5746,2.67136,0.740511,9.77
-60,13,-0.8758040386089653,299.48203,76.98,0.17321285504641948,0.32513,30.82882,0.612146,0.09
-60,43,-0.779404875,282.01559,,-2.1651168163749515,0.00624,1.26412,-0.033733,0.0
-60,44,-0.779404875,280.47717,,-0.9255589852372725,4e-05,0.25753,,0.0
-60,45,-0.8307007794210033,279.53143,77.56,-0.3350034292053108,0.06244,11.85277,0.45435,1.23
-60,46,-0.83024044178802,279.0163,77.65,-0.5843526515281166,0.11765,15.99742,0.389238,0.97
-60,47,-0.8260482304342311,278.1655,80.79,-1.1805602179607786,2.35651,5.445,0.175389,4.22
-60,48,-0.8210668665000467,277.62323,79.16,-1.3768547880087594,0.81963,4.69049,0.180696,0.25
-60,50,-0.8250698709424286,275.27774,74.48,-0.050343417751391395,4.21419,0.95707,0.094932,30.4
-60,51,-0.8261553400237059,273.70193,73.9,1.1118730957636067,10.31076,0.17536,0.154029,47.88
-60,52,-0.8343486788232212,272.06445,75.72,0.7036179122283086,5.73053,0.28955,0.135219,41.61
-60,53,-0.8354098530387971,272.02658,75.99,-0.4758225154509074,8.16307,0.35266,0.096893,22.43
-60,54,-0.8264543593259102,271.21027,76.82,-0.49063842049359246,7.60349,0.31901,0.072812,23.76
-60,55,-0.8200816362779415,270.64487,77.42,-2.024036822152297,2.14605,1.50705,-0.000542,0.39
-59,-39,-0.9226017232187372,287.43344,68.52,0.3763176460554374,0.6823,12.51595,0.646581,1.54
-59,-38,-0.9162760241554436,287.19678,69.35,0.19990041650649215,2.3474,11.28141,0.618932,0.13
-59,-37,-0.9165774532589313,288.20148,69.35,-0.019952956758991447,0.6507,10.96189,0.536596,1.56
-59,-36,-0.8825896886448042,289.0976,69.06,0.12190019908048078,0.69975,15.26969,0.58262,1.11
-59,-35,-0.8625124197906818,290.07019,69.87,0.1258555842305623,1.22413,28.35661,0.577856,1.5
-59,-34,-0.8760449133656717,290.73529,69.97,0.5768135992250827,1.83399,11.5395,0.68435,2.72
-59,-33,-0.8599304652081331,291.22046,69.23,0.38732126305527725,2.07303,14.31711,0.647824,1.66
-59,-32,-0.8722467277824797,291.74838,69.41,0.15678436096084014,1.97194,12.61753,0.601139,0.52
-59,-31,-0.865662986046747,292.35187,69.29,0.05330123055499769,1.35249,8.61397,0.580007,0.02
-59,-30,-0.880350790973095,292.91113,69.46,0.006103976644162068,1.42809,9.11604,0.560183,0.47
-59,-29,-0.8873195936138714,293.75241,69.47,0.21261612959508902,1.10302,8.24982,0.59481,1.97
-59,-28,-0.877185356637669,294.51245,69.87,0.25671276677704424,1.1402,11.2675,0.584031,3.5
-59,-27,-0.8634386219556418,295.06778,69.24,0.3262976900247876,1.31591,9.575,0.616211,2.64
-59,-26,-0.869291647971163,295.56601,68.43,0.3830726766618474,1.257,6.61226,0.649953,1.44
-59,-25,-0.8660658680795781,296.11154,66.79,0.43818084596499296,1.2451,7.02877,0.671516,1.02
-59,-24,-0.8283853870642561,296.79608,64.77,0.9230011956731425,1.15053,6.72595,0.644668,11.74
-59,-23,-0.8428135634884262,297.50095,63.68,2.7653313688179333,1.11589,5.89825,0.706636,41.56
-59,-22,-0.8557548726813246,298.05905,62.88,2.1197284443189814,1.06394,4.78242,0.650673,33.39
-59,-21,-0.8618071761491392,298.52121,63.26,3.094077700323002,0.90847,4.08267,0.732282,45.91
-59,-20,-0.863845790056065,298.84155,63.1,3.280163382021258,1.37549,2.86024,0.812332,44.01
-59,-19,-0.8363090934939078,298.33853,65.99,3.5617169073980137,6.41773,4.71993,0.830624,47.98
-59,-18,-0.8395439329172198,299.07965,66.94,2.853568957924537,3.1735,3.06724,0.785892,37.91
-59,-17,-0.8626616103421786,299.31076,67.38,2.1920037019299645,2.01235,5.91496,0.734975,29.11
-59,-16,-0.8833468574620329,298.33585,69.82,2.7380510681627657,8.26534,11.7741,0.744904,38.51
-59,-15,-0.8924497839673872,296.54868,72.46,1.2953562517154666,5.08997,3.36118,0.682685,16.07
-59,-14,-0.8881490301134098,297.2424,72.11,2.070410718090585,3.34312,5.35264,0.687348,30.04
-59,-13,-0.7745734577279955,298.10178,73.89,3.04922453113772,4.92764,3.20985,0.749762,43.92
-59,-12,-0.6764455477035426,298.08484,75.67,2.914273115053162,6.89309,3.10159,0.739299,42.13
-59,-11,-0.6326215891635824,298.45889,75.83,3.335600028601797,8.38036,3.17934,0.751662,49.07
-59,-10,-0.6252818071781714,298.55573,77.77,3.4683407613527866,7.63933,2.07102,0.774733,49.98
-59,-9,-0.6204685712081157,298.62476,79.33,3.5236944209998535,7.70589,0.37967,0.789754,50.0
-59,-8,-0.6208205420182649,299.18396,79.55,3.476452324390034,7.9091,0.62035,0.781485,49.68
-59,-7,-0.6229486770804884,299.32291,79.87,3.5526510516827408,8.13642,0.81455,0.799121,49.91
-59,-6,-0.625423483415902,299.22296,82.19,3.524257385517756,8.91539,0.20428,0.79667,49.55
-59,-5,-0.6255264441158909,299.35541,84.85,3.4921335637323487,6.07553,0.4755,0.790182,49.39
-59,-4,-0.6394508940799111,299.8869,83.93,3.042761322424987,3.88587,2.82502,0.716726,46.0
-59,-3,-0.6291631646029003,299.3309,84.8,3.370352022957987,9.05321,1.76703,0.771196,48.41
-59,-2,-0.6379382445911298,298.72055,85.09,3.664521317931909,12.78395,0.38361,0.833541,49.68
-59,-1,-0.6421442570910344,298.46741,84.08,3.648569607065265,15.89661,0.18698,0.836637,49.18
-59,0,-0.6401854658792736,298.34958,82.79,3.719986194419193,13.05707,0.45562,0.844086,50.0
-59,1,-0.6366811083967737,297.80637,82.61,3.6962201158846435,17.21286,0.46299,0.83901,49.9
-59,2,-0.644375944834752,298.47626,81.19,3.587780286231248,8.79887,0.28986,0.819811,49.18
-59,3,-0.6540238969486382,298.99951,80.69,3.495442435442552,7.51304,0.50392,0.791849,49.34
-59,4,-0.648622048818096,298.82489,82.7,3.504720322432065,8.15128,0.99967,0.788408,49.74
-59,5,-0.6531885443466214,298.52057,84.84,3.338646689233574,7.84327,2.73661,0.766927,48.11
-59,6,-0.6556953550980158,298.68204,85.71,2.7417547357616288,5.21379,4.9016,0.75314,38.03
-59,7,-0.6478951635798673,299.21799,84.22,1.6169324951317874,1.25796,4.11144,0.755921,17.12
-59,47,-0.8268266758165437,277.8414,82.15,-1.12890935302144,4.50366,0.97439,0.070406,12.16
-59,48,-0.8228112937329187,277.08569,80.41,-0.19815057598864155,10.37378,3.47144,0.146259,24.26
-59,49,-0.8047015793587466,276.79904,79.86,-1.5859116369597128,2.84059,3.19731,0.099095,1.83
-59,50,-0.8244163900985529,275.34836,75.84,-1.7546141505890551,0.13273,4.95157,0.050747,1.94
-59,51,-0.8258470541874754,274.15021,74.61,0.7729848323671782,10.26911,0.42681,0.116412,44.14
-59,52,-0.8343408481557066,272.50342,75.36,0.5337566636029999,4.26664,0.43004,0.080391,42.13
-59,53,-0.837834390856266,271.59625,77.38,-0.39593987218710347,10.46872,0.11283,0.055308,26.67
-59,54,-0.8510983378070403,271.73895,76.64,-0.6200168154642693,7.16258,0.63902,0.054878,22.57
-59,55,-0.8267307079903397,270.98944,,-2.0994572861567296,0.14467,1.20955,-0.016911,0.09
-58,-39,-0.923338980629284,287.19415,72.29,0.3223019643190864,0.29579,20.48236,0.652962,0.12
-58,-38,-0.9148578518908818,287.67007,71.75,0.20969415625286458,0.92814,11.59195,0.611127,0.83
-58,-37,-0.916566022626805,288.4006,71.9,0.18791972274876645,0.55771,9.82658,0.570548,3.13
-58,-36,-0.8963397636362965,289.32001,72.21,0.17049093060045617,0.54817,13.35925,0.605684,0.47
-58,-35,-0.8811679449726123,290.12344,70.53,0.5292497797220415,1.81276,15.32749,0.699277,0.85
-58,-34,-0.8802092818616121,290.27551,70.45,0.589268934241454,3.635,10.74404,0.72265,0.4
-58,-33,-0.8875518704951499,291.07733,70.49,0.48225941865381816,4.10488,10.26968,0.690627,0.56
-58,-32,-0.850489631312124,291.76544,69.92,-0.22876039437066686,3.40753,10.08851,0.483607,1.24
-58,-31,-0.8800392499841463,292.51685,70.07,-0.12850015421875838,2.57145,10.65235,0.506551,1.56
-58,-30,-0.874009824895154,293.14172,70.38,0.1820208395235211,1.46983,9.53774,0.594003,1.46
-58,-29,-0.8934383294817742,293.97452,69.88,0.45645334984966734,0.76541,5.13995,0.628952,4.19
-58,-28,-0.8763784992989313,294.71841,70.26,0.30682772732048513,0.86413,7.37543,0.611573,2.59
-58,-27,-0.8813555427075102,295.22162,69.93,0.3610847238121526,1.75726,9.91662,0.596095,4.62
-58,-26,-0.8958199368611985,295.66409,69.6,0.5896252608997,3.30669,18.49413,0.655898,4.85
-58,-25,-0.8696480706153764,296.39563,67.97,0.7305613234429891,1.13663,7.19841,0.674327,6.22
-58,-24,-0.868726070981478,296.90854,66.34,1.144205619561823,1.83236,9.45201,0.656321,15.04
-58,-23,-0.8823591255870156,297.34473,64.76,2.612317156310332,4.00821,8.74172,0.702891,38.99
-58,-22,-0.865585246674475,297.7374,64.27,2.532303598939386,6.19866,7.71253,0.689457,38.41
-58,-21,-0.8464993720269559,298.31857,64.84,2.207268940496127,2.895,3.15544,0.736346,29.3
-58,-20,-0.8558397788393426,298.67621,65.44,1.8839279874834458,3.39936,6.01723,0.739988,23.1
-58,-19,-0.8569722287811056,298.95789,66.66,2.6524032168184526,3.45145,3.10755,0.750191,36.58
-58,-18,-0.8756649025687533,299.27313,69.03,2.2489826044875088,2.36947,1.83393,0.743235,29.61
-58,-17,-0.8577583340393097,299.26025,68.19,2.1928349408716485,4.99298,4.51022,0.757739,27.61
-58,-16,-0.8790299149393944,298.82904,70.47,2.704687849039946,7.05614,7.32288,0.748739,37.64
-58,-15,-0.8949534598125455,298.13568,70.45,2.320113180258701,5.32206,9.10583,0.722813,32.28
-58,-14,-0.85589725017569,297.552,72.5,2.665997027185654,3.66403,6.60332,0.703027,39.97
-58,-13,-0.8315977708096456,298.06378,74.76,3.33018373851672,4.16691,3.07489,0.76158,48.31
-58,-12,-0.6821710662894005,298.56506,72.77,3.3517668563864924,5.5566,3.22626,0.766202,48.4
-58,-11,-0.6341889519827387,298.43768,73.42,3.432909792531402,8.2152,2.1099,0.769583,49.67
-58,-10,-0.6364474648321193,298.38727,77.22,3.4668732299148077,9.04404,2.43716,0.777782,49.75
-58,-9,-0.6310365979223087,298.84976,77.7,3.6145133802599947,6.54703,0.24793,0.816244,49.91
