species,gmm_prob_0_mean,gmm_prob_1_mean,gmm_prob_2_mean,gmm_prob_3_mean,gmm_prob_4_mean,gmm_prob_5_mean,gmm_prob_6_mean,gmm_prob_7_mean,n_sequences,n_recordings,family_clean,social_bond,communal,territory,sexual_selection,mass,Beak.Length_Culmen,Beak.Width,Beak.Depth,Hand-Wing.Index,learners
Cisticola_aberrans,0.052548682448528394,0.06111417744769719,0.0009160383009216714,0.04952807672956596,0.0009904075134778256,0.23618574267949985,0.5347269065138663,0.06398996836644283,20,3,Cisticolidae_(Cisticolas_and_Allies),3.0,0.0,2.0,0.0,14.21,13.6,2.8,3.3,9.2,Oscines
Cisticola_aridulus,6.512718400163138e-20,8.103809916480273e-11,3.5993780352263122e-06,5.8094193220482525e-09,1.7928855957568965e-07,0.0013645531788515723,0.06343550404195938,0.9351961582221365,14,2,Cisticolidae_(Cisticolas_and_Allies),3.0,0.0,2.0,2.0,9.2,11.2,2.2,2.4,15.2,Oscines
Cisticola_ayresii,2.1851876032008476e-15,1.3884767393530472e-12,3.5313480207137433e-05,0.22176013545911857,7.640637898511002e-06,0.003056814323476375,0.4712483969254327,0.3038916991724755,13,2,Cisticolidae_(Cisticolas_and_Allies),3.0,0.0,2.0,0.0,7.0,10.3,2.0,2.4,13.9,Oscines
Cisticola_bodessa,6.420358837561083e-23,1.7593937696269138e-17,0.053385431532751486,0.05539046790755149,5.302548068412826e-05,0.006358643590055413,0.7404062883260522,0.14440614316290484,31,4,Cisticolidae_(Cisticolas_and_Allies),3.0,0.0,2.0,0.0,17.14,13.5,2.9,3.8,9.2,Oscines
Cisticola_brachypterus,0.2594208755418181,0.05902091295480334,4.915174806002475e-06,0.05960190735692945,0.022957655205768184,0.46320459687858717,0.13444700724191364,0.0013421296453738128,49,6,Cisticolidae_(Cisticolas_and_Allies),3.0,0.0,2.0,0.0,7.81,10.9,2.1,2.5,11.8,Oscines
Cisticola_cantans,2.8755466293621215e-12,1.087010204164181e-05,7.446872625122034e-05,0.0058350680343934366,0.000357086836238735,0.2754672207316186,0.5627212478521768,0.15553403771440363,52,7,Cisticolidae_(Cisticolas_and_Allies),3.0,1.0,3.0,0.0,11.7,14.0,2.4,3.0,8.9,Oscines
Cisticola_cherina,2.9550465353353247e-13,2.8351797064748087e-10,0.02211506431971541,7.583834260343584e-07,0.056867780904137466,0.3977329080078618,0.00010820422330025621,0.5231752838777454,14,3,Cisticolidae_(Cisticolas_and_Allies),3.0,0.0,3.0,0.0,10.0,12.0,2.2,2.7,12.2,Oscines
Cisticola_chiniana,9.285342853384341e-08,0.008009640674050128,0.14734074096210042,0.08962276057111215,0.15268772423086094,0.3385791897142939,0.1977724664951576,0.06598738449899617,117,17,Cisticolidae_(Cisticolas_and_Allies),3.0,0.0,2.0,0.0,16.14,14.4,2.8,3.4,9.0,Oscines
Cisticola_chubbi,3.690065574310206e-14,0.003470447996650125,0.00037144877471831063,0.4464321971461232,1.7038622822456026e-06,0.036627065778132684,0.513009082826416,8.805361564065341e-05,46,5,Cisticolidae_(Cisticolas_and_Allies),3.0,1.0,3.0,0.0,16.03,14.9,3.1,3.6,7.8,Oscines
Cisticola_cinereolus,1.9513967763974477e-15,2.3208963926392004e-06,5.034830330998256e-10,5.710329946143258e-13,3.944549532019895e-08,0.7356791635114938,0.2643179509957819,5.246467799881986e-07,6,2,Cisticolidae_(Cisticolas_and_Allies),3.0,0.0,2.0,2.0,16.99,13.5,2.6,3.3,11.0,Oscines
Cisticola_erythrops,1.5672636610975136e-08,0.05457034291422101,0.0004183674164213266,0.13224784903033157,0.0007235400343559462,0.14951428801761413,0.5997630013898456,0.06276259552457342,80,16,Cisticolidae_(Cisticolas_and_Allies),3.0,1.0,3.0,0.0,14.77,15.7,3.2,3.5,8.6,Oscines
Cisticola_exilis,0.003800399631089398,0.12370634631009902,0.009987108684423058,0.015338023714807305,0.000323412659803128,0.13673067297755973,0.217850145036726,0.49226389098549217,95,8,Cisticolidae_(Cisticolas_and_Allies),1.0,0.0,2.0,2.0,7.04,11.6,2.1,2.5,16.4,Oscines
Cisticola_fulvicapilla,0.09033406873855264,0.003943598229683348,0.0007377372588332089,0.19306560817136978,0.05090119067408533,0.3713837257673454,0.1848363576224337,0.10479771353769608,24,5,Cisticolidae_(Cisticolas_and_Allies),3.0,1.0,3.0,0.0,8.24,11.0,2.4,2.6,9.2,Oscines
Cisticola_haematocephalus,1.2646553001502748e-24,5.5167206808916985e-15,0.0018694565450467508,0.023359904146765382,0.25010400984263237,1.2055783670059549e-05,0.2177731808825422,0.5068813927993377,4,1,Cisticolidae_(Cisticolas_and_Allies),3.0,0.0,2.0,0.0,13.07,14.4,2.9,3.4,10.3,Oscines
Cisticola_hunteri,0.0009598526982667931,0.05622598018070541,0.1634339859903628,0.29479521135435804,0.0005649098843042359,0.27185674153199985,0.21199925505399542,0.00016406330600790572,23,7,Cisticolidae_(Cisticolas_and_Allies),3.0,1.0,3.0,0.0,15.48,14.3,2.5,3.2,11.1,Oscines
Cisticola_lais,4.187733982398284e-27,1.388283877861102e-23,0.47783948920818553,4.035437495295942e-11,0.5216820400384745,0.00011688777509271157,1.2238890949302758e-08,0.00036157069900095957,9,2,Cisticolidae_(Cisticolas_and_Allies),3.0,0.0,2.0,0.0,14.78,13.5,2.7,3.3,11.0,Oscines
Cisticola_lateralis,1.1225163997779645e-06,0.17834825426221895,0.0027026371024954834,0.13202479397370367,1.632759110436746e-05,0.15861397767268243,0.5275479919738142,0.0007448949075808322,29,7,Cisticolidae_(Cisticolas_and_Allies),3.0,0.0,2.0,0.0,16.78,14.6,3.0,4.0,9.6,Oscines
Cisticola_lugubris,1.3669430927262913e-24,1.3660888987825502e-16,0.051199083528476144,0.0760424257536453,0.5747803980684488,0.0004654017700336295,0.005477981708402217,0.29203470917099256,13,3,Cisticolidae_(Cisticolas_and_Allies),3.0,0.0,2.0,0.0,13.07,15.3,2.8,3.2,12.5,Oscines
Cisticola_marginatus,1.4535560589647616e-14,5.241041533379791e-08,0.0005486996944871539,0.04761876320936468,0.9042098534851399,0.00021361594263394115,0.04740441271818482,4.6025397596648526e-06,42,7,Cisticolidae_(Cisticolas_and_Allies),3.0,0.0,2.0,0.0,13.07,14.2,2.9,3.4,10.4,Oscines
Cisticola_natalensis,3.917768734354735e-07,9.152675295569432e-11,3.854647566503104e-05,2.1621306859427475e-14,0.3621516322492773,0.017177976368812194,3.0850475991524868e-06,0.6206283679902245,58,7,Cisticolidae_(Cisticolas_and_Allies),3.0,1.0,3.0,0.0,16.44,15.0,3.4,4.6,14.1,Oscines
Cisticola_nigriloris,0.2914765936826544,0.07596087985746132,7.249145543521046e-06,0.0004030367790632962,4.897929745129783e-05,0.6179372196211228,0.0015407156700579508,0.012625325946645605,36,3,Cisticolidae_(Cisticolas_and_Allies),3.0,1.0,3.0,0.0,19.64,15.8,3.6,4.1,10.3,Oscines
Cisticola_njombe,1.4475935568633292e-27,1.3566716915861837e-08,1.1069922020883717e-05,0.11409203378043088,4.0238738042755694e-07,0.00012036070142837498,0.7953133879380837,0.09046273170393974,9,4,Cisticolidae_(Cisticolas_and_Allies),3.0,1.0,2.0,0.0,10.87,11.8,2.1,2.8,10.3,Oscines
Cisticola_robustus,4.153901386988643e-32,6.753145744215553e-19,0.5296288185413424,3.030145433902137e-08,1.1801860591936443e-07,2.9489553909742177e-06,0.4088674146003198,0.061500669582886046,19,3,Cisticolidae_(Cisticolas_and_Allies),3.0,0.0,2.0,2.0,18.47,15.3,3.1,4.0,12.3,Oscines
Cisticola_rufilatus,3.4632736929425257e-09,0.0004955455323597008,0.6666666653264045,7.985512727919677e-31,1.5074882700697345e-09,0.332837768028177,1.1409616946728357e-08,4.732678656885279e-09,6,2,Cisticolidae_(Cisticolas_and_Allies),3.0,0.0,2.0,0.0,11.3,14.2,2.6,3.1,12.2,Oscines
Cisticola_subruficapilla,6.704447777547708e-09,6.077209290196654e-22,0.7529933023775252,2.180049046927415e-06,0.007139137908884062,0.10036078459727411,0.016238663273709892,0.12326592508911155,25,7,Cisticolidae_(Cisticolas_and_Allies),2.0,0.0,2.0,2.0,9.92,11.7,2.0,2.5,13.1,Oscines
Cisticola_textrix,0.603930453479766,1.0362545625516021e-08,9.983533279819126e-12,1.648063932986348e-24,2.9289517266342437e-05,0.3459735659681232,0.050058107839068666,8.5728232458218e-06,7,2,Cisticolidae_(Cisticolas_and_Allies),3.0,0.0,2.0,0.0,10.34,11.1,2.2,2.6,13.0,Oscines
Cisticola_tinniens,4.7242263896505576e-08,0.033799206815303975,9.247871128627517e-06,0.00019044629001852017,0.006583138412662098,0.0145193166926946,0.8144586383331429,0.1304399583427853,59,10,Cisticolidae_(Cisticolas_and_Allies),3.0,0.0,3.0,0.0,11.4,12.3,2.1,2.6,10.5,Oscines
Cisticola_woosnami,0.00020591965576392295,3.904879795890205e-07,0.9129070251920225,0.00023457464849434008,1.0038511215879494e-07,1.658944954016145e-05,0.08663416469651378,1.235484573441723e-06,23,4,Cisticolidae_(Cisticolas_and_Allies),3.0,1.0,3.0,0.0,13.5,14.3,2.7,3.7,9.2,Oscines
Cistothorus_apolinari,2.5831606311410663e-13,7.018265594041737e-05,0.17425870538674879,0.4286828587281255,0.0023195619311685675,3.0131797016193115e-05,0.16970952078206086,0.2249290387186807,17,6,Troglodytidae_(Wrens),3.0,1.0,3.0,1.0,17.7,14.9,2.6,3.4,16.9,Oscines
Cistothorus_meridae,1.417510690180061e-10,5.439580405968095e-17,0.008536061998092532,1.321926785207781e-36,0.9914639373169556,1.166578979029736e-12,3.32378920850866e-26,5.420344150564901e-10,9,2,Troglodytidae_(Wrens),3.0,1.0,3.0,2.0,9.72,15.0,2.5,3.2,11.7,Oscines
Cistothorus_palustris,0.007923117503568649,0.0022431250751551862,0.3715873707980254,0.3835724446862708,0.05447921820009439,0.022951860556330497,0.0853574980823034,0.07188536509825127,127,17,Troglodytidae_(Wrens),2.0,0.0,2.0,2.0,10.8,16.0,2.7,3.4,20.0,Oscines
Cistothorus_platensis,1.7925055021656338e-12,6.011595729510025e-08,0.20681116590912257,0.14952981990509565,0.1387999915780559,0.018517709250346463,0.31522602583380155,0.17111522740582785,102,18,Troglodytidae_(Wrens),3.0,0.0,2.0,1.0,9.04,14.9,2.3,2.9,13.4,Oscines
Cistothorus_stellaris,7.789609003919978e-09,1.5802416875962038e-09,0.3708846239108812,0.14093985940982812,0.022286877786578747,0.011473958586617502,0.22523146502391128,0.22918320591233307,45,8,Troglodytidae_(Wrens),3.0,0.0,2.0,1.0,9.04,11.9,2.3,2.7,13.4,Oscines
Clibanornis_dendrocolaptoides,5.901804019178042e-27,2.328445290673491e-09,0.11353168088979101,0.25855943738632503,1.2881120530899045e-06,3.175341438238151e-05,0.6274916994623666,0.00038413840663618237,17,5,Furnariidae_(Ovenbirds_and_Woodcreepers),3.0,1.0,3.0,0.0,48.2,25.7,4.4,6.0,10.5,Non-Oscines
Clibanornis_erythrocephalus,0.0408769649547285,0.0705207947860148,0.585655171362287,0.23238066924003958,0.00021325236591334605,0.03945258910847165,0.027642427595803633,0.0032581305867414815,31,4,Furnariidae_(Ovenbirds_and_Woodcreepers),3.0,0.0,3.0,0.0,46.46,32.2,4.8,6.7,9.1,Non-Oscines
Clibanornis_rectirostris,8.189801191850305e-10,1.2129952072753668e-07,0.003936864513166534,0.7646126345243096,0.00017054890879394965,0.063624597729081,0.02044653505322867,0.14720869715291898,27,2,Furnariidae_(Ovenbirds_and_Woodcreepers),3.0,0.0,3.0,0.0,48.0,28.2,4.6,6.2,11.4,Non-Oscines
Clibanornis_rubiginosus,0.21299487463033012,0.17515145300961876,8.189708063504575e-09,2.6145416346454863e-10,0.3246322378650572,0.2857342482203641,1.9914400616848885e-05,0.0014672634228503738,52,11,Furnariidae_(Ovenbirds_and_Woodcreepers),3.0,0.0,3.0,0.0,39.8,26.4,4.7,6.8,10.9,Non-Oscines
Clibanornis_rufipectus,1.2817064205606054e-13,2.6317539009567652e-21,0.9439830705636102,0.00016641439118174635,1.7066883290893232e-07,0.05584345807591908,1.453139088985697e-09,6.884847189063178e-06,35,5,Furnariidae_(Ovenbirds_and_Woodcreepers),3.0,0.0,3.0,0.0,39.8,26.4,4.7,7.3,10.9,Non-Oscines
Climacteris_affinis,0.020157704399922594,0.008349567971556454,0.45454578340063284,2.150241984871684e-07,0.06480763315794698,0.1343046739176956,0.08805259644916424,0.2297818256788826,11,3,Climacteridae_(Australasian_Treecreepers),3.0,0.0,3.0,0.0,21.7,17.5,3.2,3.0,27.9,Oscines
Climacteris_melanurus,0.08548949529911282,5.970715517461626e-13,2.8787601349617335e-12,5.641663023215466e-09,3.169005460515241e-08,0.9145104670491848,3.8316183110126104e-58,3.1650874342130173e-10,13,1,Climacteridae_(Australasian_Treecreepers),3.0,1.0,3.0,0.0,31.85,19.7,4.2,4.0,23.4,Oscines
Climacteris_picumnus,1.4959663085907416e-12,0.013631376308882372,0.00011159348948862654,0.0347080585983278,9.157670064171452e-07,0.7500517928517536,0.1986985554801636,0.002797707502881964,12,4,Climacteridae_(Australasian_Treecreepers),3.0,1.0,3.0,0.0,28.94,18.6,3.4,3.6,25.9,Oscines
Clytoctantes_alixii,0.12791016898147642,0.6899103186060783,0.00013318531123622442,0.01730230729298922,0.016997360423465523,0.1464046398464026,0.0009297349435315881,0.0004122845948199437,60,7,Thamnophilidae_(Typical_Antbirds),3.0,1.0,3.0,0.0,32.5,24.1,4.3,9.1,12.6,Non-Oscines
Cnemotriccus_fuscatus,0.17834538967492614,0.21517518598297247,2.0108977930206863e-06,0.0644531497230169,1.8261384251108003e-05,0.10234218702171304,0.22519255260284826,0.21447126271247918,34,11,Tyrannidae_(Tyrant_Flycatchers),3.0,0.0,2.0,0.0,13.6,13.8,5.4,4.0,14.1,Non-Oscines
Cnipodectes_subbrunneus,6.689412552950332e-05,0.27240105613016874,0.3025532672808469,0.17560369653315216,0.0037369833908622615,0.22607992237024596,0.01344926502233087,0.006108915146863976,35,6,Tyrannidae_(Tyrant_Flycatchers),1.0,0.0,1.0,3.0,23.2,16.8,6.5,5.0,14.9,Non-Oscines
Coccothraustes_coccothraustes,7.242697391532558e-07,0.026251456812303536,0.0018228536837683455,0.08251876056677458,0.01919596187450556,0.3564715441469378,0.21389356729883974,0.2998451313471313,92,7,"Fringillidae_(Finches,_Euphonias,_and_Allies)",3.0,0.0,2.0,0.0,56.63,23.0,12.0,15.0,32.9,Oscines
Coereba_flaveola,4.138103599203002e-11,0.031270009940695065,0.0608269601248775,0.5435587481055288,0.0006251357959069542,0.020361602442164634,0.26933148650949257,0.07402605703995369,102,20,Thraupidae_(Tanagers_and_Allies),2.0,0.0,2.0,1.0,10.01,13.2,3.6,3.9,19.2,Oscines
Colluricincla_boweri,1.0352831611312535e-06,0.31328320214961924,0.009355643143523152,0.3364663152951716,0.0031243786040908196,0.20573796428472688,0.12828363444498336,0.0037478267947234347,21,7,Pachycephalidae_(Whistlers_and_Allies),3.0,0.0,3.0,0.0,43.8,26.0,6.8,8.1,18.3,Oscines
Colluricincla_harmonica,0.025348366758541158,0.5638899104142554,0.0004185194423678695,0.22526293028030006,0.003477298593846166,0.14825873355236696,0.03251808113448565,0.0008261598238367452,68,21,Pachycephalidae_(Whistlers_and_Allies),3.0,0.0,3.0,0.0,65.8,26.4,5.5,7.9,19.2,Oscines
Colluricincla_megarhyncha,0.4956369118540515,0.16679747404240997,4.903092587171942e-07,0.16652981339147768,9.914640608260719e-05,0.17080417841186188,3.855150688156794e-11,0.00013198554630724406,6,2,Pachycephalidae_(Whistlers_and_Allies),3.0,0.0,3.0,0.0,32.34,23.0,5.3,6.6,14.9,Oscines
Colluricincla_rufogaster,0.005180688443781763,0.5687195829488478,0.00018440258243610454,0.2979362347896872,0.0006130746675662996,0.03491638415808781,0.0686764680471686,0.023773164362424163,39,10,Pachycephalidae_(Whistlers_and_Allies),3.0,0.0,3.0,0.0,32.34,23.0,5.3,6.6,14.9,Oscines
Coloeus_monedula,0.06974869058331933,0.11852046919523788,0.008839493278632088,0.3321701302047246,0.0012212600005091123,0.08862692389160691,0.3602500409287828,0.020622991917186022,14,3,"Corvidae_(Crows,_Jays,_and_Magpies)",3.0,0.0,1.0,0.0,246.0,35.2,11.2,13.3,39.1,Oscines
Colonia_colonus,0.02249938487594392,0.5407667823337268,2.1510397522544386e-07,0.14925544322115677,0.0006090100309984821,0.24889504100484477,0.03791133051438751,6.279291496695958e-05,26,2,Tyrannidae_(Tyrant_Flycatchers),2.0,0.0,2.0,0.0,18.3,12.4,5.3,3.4,18.9,Non-Oscines
Colorhamphus_parvirostris,0.03862634977494257,0.5539318087674856,2.0113345428694807e-07,0.09049852745522899,1.845008131120155e-05,0.316793431424499,1.692013932026328e-13,0.00013123136290926947,11,3,Tyrannidae_(Tyrant_Flycatchers),2.0,0.0,2.0,0.0,10.6,11.5,3.4,2.8,18.2,Non-Oscines
Conioptilon_mcilhennyi,0.014930406919953747,0.735023565654914,1.1754453197997655e-07,0.2500071446110883,2.161901433555402e-05,1.324191998539764e-05,3.3096352925841005e-06,5.946998981032632e-07,4,1,Cotingidae_(Cotingas),3.0,0.0,2.0,0.0,90.0,20.8,7.2,6.1,18.4,Non-Oscines
Conirostrum_albifrons,4.7376713477876676e-36,0.010337102657601014,1.1333407151364667e-09,0.0010782244553391982,3.4936972955494815e-12,1.0389762611848214e-06,0.988583630007612,2.7663516566037643e-09,5,1,Thraupidae_(Tanagers_and_Allies),2.0,0.0,2.0,0.0,14.9,15.4,3.1,3.8,21.7,Oscines
Conirostrum_bicolor,4.792111450254734e-16,1.9778300820985288e-05,0.00038926431911313306,0.816069854241859,0.00014189826027669568,0.041619819139340486,0.11029977010303106,0.031459615635557645,22,4,Thraupidae_(Tanagers_and_Allies),2.0,0.0,2.0,0.0,10.5,13.8,3.3,3.6,20.2,Oscines
Conirostrum_binghami,6.18127827642035e-22,4.896084305094346e-06,4.018253425261985e-05,0.6176634977072136,3.756033120963572e-07,2.7222547452514348e-06,0.3821268017564411,0.0001615240597302772,42,4,Thraupidae_(Tanagers_and_Allies),3.0,0.0,2.0,0.0,25.0,22.9,3.9,4.8,23.5,Oscines
Conirostrum_cinereum,1.5609935361065147e-10,8.06565812523228e-09,0.05893799566437158,0.21686071948866317,1.6867306741678995e-06,0.05508170814735941,0.6679376879621556,0.0011801937850190129,17,4,Thraupidae_(Tanagers_and_Allies),2.0,0.0,2.0,0.0,8.8,11.8,2.6,3.2,20.7,Oscines
Conirostrum_margaritae,3.772816996231733e-19,0.0038824481965440455,2.0207276611779397e-07,0.9940468933891659,3.231223129051245e-10,8.12507378899857e-09,0.0020704086772476847,3.9216080277783745e-08,3,1,Thraupidae_(Tanagers_and_Allies),2.0,0.0,2.0,0.0,9.7,13.1,3.6,3.7,20.4,Oscines
Conirostrum_sitticolor,5.34925467278096e-27,3.5869774182420704e-09,1.0028579761212787e-05,0.8462574406996548,1.9518324726259992e-08,4.0067216935973466e-07,0.15372187260844272,1.0234334669901593e-05,9,3,Thraupidae_(Tanagers_and_Allies),2.0,0.0,2.0,0.0,11.9,14.2,2.8,3.8,20.7,Oscines
Conirostrum_speciosum,5.715264146078207e-09,0.28432032238393173,2.602467690694753e-06,0.13919999015976126,9.330869247811197e-07,0.27985673980351694,0.29647828514866353,0.00014112123424705645,35,8,Thraupidae_(Tanagers_and_Allies),2.0,0.0,2.0,0.0,8.8,11.5,2.8,3.6,22.1,Oscines
Conirostrum_tamarugense,2.544312888389094e-37,2.9504440450410985e-19,0.00025571871879854666,0.6600995043728581,1.0648662054703854e-08,4.851926204018083e-08,0.33963328789265745,1.1429847761760037e-05,20,3,Thraupidae_(Tanagers_and_Allies),2.0,0.0,2.0,0.0,10.5,10.4,2.7,3.1,20.5,Oscines
Conopias_albovittatus,4.972315938372709e-09,5.2397009448836946e-12,0.8355652065926054,2.5414413236740646e-06,9.880990841825232e-05,0.021438538229969217,0.14288876956639643,6.129283731431352e-06,7,2,Tyrannidae_(Tyrant_Flycatchers),3.0,0.0,2.0,0.0,24.4,19.8,7.8,5.8,21.6,Non-Oscines
Conopias_cinchoneti,0.011889937664973834,1.0105878871769773e-05,0.18708468963167696,2.1702184703459325e-27,0.5107594781381036,0.2901770429127773,1.9607522491562025e-12,7.874577163538126e-05,13,1,Tyrannidae_(Tyrant_Flycatchers),3.0,1.0,3.0,0.0,25.0,20.0,6.7,5.5,19.4,Non-Oscines
Conopias_parvus,9.679774765330035e-08,0.2252301227045491,0.2723703983653974,0.2864574985904665,0.009689245068398682,0.06962594725271033,0.1357659674331877,0.0008607237875418653,37,3,Tyrannidae_(Tyrant_Flycatchers),3.0,1.0,3.0,0.0,21.0,20.0,8.0,6.2,19.5,Non-Oscines
Conopias_trivirgatus,1.404310864121566e-26,0.012520605113514114,7.429003356644402e-06,0.601489232460231,9.873074773486407e-06,6.947837641618872e-06,0.3855000450425609,0.00046586746792083713,3,1,Tyrannidae_(Tyrant_Flycatchers),3.0,1.0,3.0,0.0,21.0,16.6,5.8,4.8,19.1,Non-Oscines
Conopophaga_ardesiaca,2.795587302139185e-10,0.26236999434034264,0.01183971755359987,0.06862494677136573,0.5597060118569499,0.05770168766431234,0.023438998236398348,0.016318643297472346,15,2,Conopophagidae_(Gnateaters),3.0,0.0,3.0,0.0,26.3,17.5,5.7,4.3,13.9,Non-Oscines
Conopophaga_aurita,6.457895903103295e-17,1.9574340266861505e-11,0.8999876907335403,0.10000065904780235,1.3617063811136379e-09,1.5088098886827167e-09,1.1632194630711795e-05,1.5133936081684844e-08,10,5,Conopophagidae_(Gnateaters),3.0,0.0,3.0,0.0,26.3,16.6,5.7,4.4,14.2,Non-Oscines
Conopophaga_cearae,0.0006072354922942269,0.00023607571157218936,0.08336875725163827,0.8286579890462829,2.811299506210561e-06,0.08695487230554387,0.00017194321167384333,3.1568148900226246e-07,12,3,Conopophagidae_(Gnateaters),3.0,0.0,3.0,0.0,22.0,15.2,5.2,4.6,8.8,Non-Oscines
Conopophaga_lineata,6.839064735617886e-06,0.4214263646046232,0.19639503537287809,0.3214137851900705,6.5897989583305e-07,0.002904944421771046,0.05784620071707989,6.1716489457489e-06,21,8,Conopophagidae_(Gnateaters),3.0,0.0,3.0,0.0,25.21,16.4,4.9,4.0,11.0,Non-Oscines
Conopophaga_melanogaster,2.950554643379815e-23,8.267431975431133e-13,0.0012864379663586772,6.510987349390886e-06,0.992686354125492,1.5283511409191344e-05,2.8321954384801252e-05,0.005977091454178347,4,1,Conopophagidae_(Gnateaters),3.0,0.0,3.0,0.0,42.5,20.4,6.2,5.2,11.8,Non-Oscines
Conopophaga_melanops,2.3996214406071598e-27,1.3127660075278798e-06,0.0006235177544738296,0.85098076039896,6.110284674190531e-05,0.025337052968672422,0.028225244689618727,0.09477100857552573,15,1,Conopophagidae_(Gnateaters),3.0,0.0,3.0,0.0,20.1,16.0,5.6,4.9,13.4,Non-Oscines
Conopophaga_peruviana,4.106761271466992e-18,0.001593766340319788,0.6866579985239268,8.266514500607427e-05,0.007480151235093188,0.17665543667218517,0.1273810856796768,0.00014889640379072886,6,2,Conopophagidae_(Gnateaters),3.0,0.0,3.0,0.0,23.0,17.7,6.2,4.5,17.1,Non-Oscines
Conopophaga_roberti,4.346265645420698e-13,1.731843888908397e-12,0.33333353661592624,0.6666602665156528,1.7927939595022746e-08,5.0580924986888414e-08,3.750925894323009e-06,2.3774314944638196e-06,3,2,Conopophagidae_(Gnateaters),3.0,0.0,3.0,0.0,20.8,16.3,5.7,4.2,10.2,Non-Oscines
Conopophila_albogularis,1.4111054884968562e-08,0.29773581020979056,1.8530069520583233e-08,0.09997393533332376,0.01566154717398579,0.09761819886517784,0.1019905076668987,0.38701996810969863,10,3,Meliphagidae_(Honeyeaters),3.0,1.0,2.0,0.0,11.8,14.4,2.8,3.0,18.8,Oscines
Conothraupis_mesoleuca,5.222842704044001e-19,2.3112883199040343e-11,0.7749900017639543,9.9420814044267e-07,0.19756572147088353,0.009020654693729632,0.002693406285565325,0.01572922155461405,4,1,Thraupidae_(Tanagers_and_Allies),3.0,0.0,2.0,0.0,15.3,14.7,5.7,7.8,15.2,Oscines
Conothraupis_speculigera,0.71681124475876,4.9856700017303324e-06,1.067492505429507e-06,0.09090258601027522,0.0022939042474704853,0.1899469278200539,4.654304107373257e-10,3.928353550337149e-05,11,2,Thraupidae_(Tanagers_and_Allies),2.0,0.0,1.0,0.0,25.0,18.9,6.5,7.7,22.1,Oscines
