grid_id,mpd
lonn136p000000_lat59p000000,148.97625139526895
lonn136p000000_lat60p000000,149.27352464060525
lonn136p000000_lat61p000000,149.63041005715033
lonn136p000000_lat62p000000,151.22763624094608
lonn136p000000_lat63p000000,152.3659607138765
lonn136p000000_lat64p000000,152.67119447316543
lonn136p000000_lat65p000000,153.79880127542003
lonn136p000000_lat66p000000,154.60705131820552
lonn136p000000_lat67p000000,156.33694580482407
lonn136p000000_lat68p000000,152.9115057081497
lonn136p000000_lat69p000000,151.65762088229218
lonn135p000000_lat55p000000,153.31941463367278
lonn135p000000_lat56p000000,154.3527768906774
lonn135p000000_lat57p000000,153.5856481894415
lonn135p000000_lat58p000000,148.8567155373621
lonn135p000000_lat59p000000,148.10619606950567
lonn135p000000_lat60p000000,149.03857354717073
lonn135p000000_lat61p000000,148.22040689201873
lonn135p000000_lat62p000000,149.99442927642235
lonn135p000000_lat63p000000,152.29646959645808
lonn135p000000_lat64p000000,152.54057761146439
lonn135p000000_lat65p000000,154.60559782124008
lonn135p000000_lat66p000000,154.98734797462072
lonn135p000000_lat67p000000,157.00747031984167
lonn135p000000_lat68p000000,153.8438898421478
lonn135p000000_lat69p000000,152.02099192337022
lonn134p000000_lat53p000000,147.58150282940434
lonn134p000000_lat54p000000,151.6480440351813
lonn134p000000_lat55p000000,152.99683613778146
lonn134p000000_lat56p000000,151.13651203257936
lonn134p000000_lat57p000000,148.6844972894487
lonn134p000000_lat58p000000,148.6768384390075
lonn134p000000_lat59p000000,148.29057159118778
lonn134p000000_lat60p000000,149.01542574303895
lonn134p000000_lat61p000000,148.97038962213304
lonn134p000000_lat62p000000,149.3962393918166
lonn134p000000_lat63p000000,152.87045558452064
lonn134p000000_lat64p000000,152.95146388070265
lonn134p000000_lat65p000000,154.54280610262992
lonn134p000000_lat66p000000,155.043762800744
lonn134p000000_lat67p000000,156.75319891054133
lonn134p000000_lat68p000000,154.1797589063576
lonn134p000000_lat69p000000,152.163720257384
lonn133p000000_lat52p000000,146.26099104719606
lonn133p000000_lat53p000000,147.58150282940434
lonn133p000000_lat54p000000,152.16103587007805
lonn133p000000_lat55p000000,151.21456067652568
lonn133p000000_lat56p000000,147.66000738946042
lonn133p000000_lat57p000000,147.69219494607603
lonn133p000000_lat58p000000,146.5700928165714
lonn133p000000_lat59p000000,148.61100368852172
lonn133p000000_lat60p000000,148.78280243400164
lonn133p000000_lat61p000000,148.11489569669547
lonn133p000000_lat62p000000,150.157743743111
lonn133p000000_lat63p000000,152.38286276300673
lonn133p000000_lat64p000000,152.95298019519726
lonn133p000000_lat65p000000,154.10906907386413
lonn133p000000_lat66p000000,156.53660398413808
lonn133p000000_lat67p000000,155.70219799211324
lonn133p000000_lat68p000000,154.32670144919246
lonn133p000000_lat69p000000,152.4045693011774
lonn132p000000_lat51p000000,146.38821730628544
lonn132p000000_lat52p000000,146.37577075182625
lonn132p000000_lat53p000000,147.78748132565576
lonn132p000000_lat54p000000,150.23576328850947
lonn132p000000_lat55p000000,148.82904372377956
lonn132p000000_lat56p000000,146.64267415197077
lonn132p000000_lat57p000000,144.00369447765962
lonn132p000000_lat58p000000,145.83263943916376
lonn132p000000_lat59p000000,147.51154451988597
lonn132p000000_lat60p000000,147.97644538090935
lonn132p000000_lat61p000000,148.5000643126567
lonn132p000000_lat62p000000,149.86559264732384
lonn132p000000_lat63p000000,151.60876700719075
lonn132p000000_lat64p000000,151.22791838490153
lonn132p000000_lat65p000000,153.4707354112853
lonn132p000000_lat66p000000,156.16719608841237
lonn132p000000_lat67p000000,155.95786275507706
lonn132p000000_lat68p000000,153.79386457822324
lonn132p000000_lat69p000000,152.86704424927623
lonn132p000000_lat70p000000,151.58465727887213
lonn131p000000_lat51p000000,146.38821730628544
lonn131p000000_lat52p000000,146.57498631433413
lonn131p000000_lat53p000000,149.54806825012315
lonn131p000000_lat54p000000,146.30208754049033
lonn131p000000_lat55p000000,145.42918497392347
lonn131p000000_lat56p000000,143.98326015532558
lonn131p000000_lat57p000000,144.67000526116405
lonn131p000000_lat58p000000,146.1064099557582
lonn131p000000_lat59p000000,147.17601061930753
lonn131p000000_lat60p000000,148.18387025000186
lonn131p000000_lat61p000000,149.35443296586467
lonn131p000000_lat62p000000,150.21811457129232
lonn131p000000_lat63p000000,151.00958659235164
lonn131p000000_lat64p000000,149.90811815154703
lonn131p000000_lat65p000000,153.49291782602597
lonn131p000000_lat66p000000,155.74650028775665
lonn131p000000_lat67p000000,156.0482184447321
lonn131p000000_lat68p000000,154.94205923540403
lonn131p000000_lat69p000000,153.83564068021911
lonn131p000000_lat70p000000,151.58465727887213
lonn130p000000_lat52p000000,150.26041958723687
lonn130p000000_lat53p000000,147.4059154609084
lonn130p000000_lat54p000000,144.418288981238
lonn130p000000_lat55p000000,145.008389007518
lonn130p000000_lat56p000000,143.76551718361492
lonn130p000000_lat57p000000,144.01511284544318
lonn130p000000_lat58p000000,145.2637328819293
lonn130p000000_lat59p000000,147.16440631591945
lonn130p000000_lat60p000000,148.5086359181706
lonn130p000000_lat61p000000,150.01271151215678
lonn130p000000_lat62p000000,150.49859556672038
lonn130p000000_lat63p000000,150.47356217635243
lonn130p000000_lat64p000000,150.36860465148015
lonn130p000000_lat65p000000,153.26987633118662
lonn130p000000_lat66p000000,154.87577387301815
lonn130p000000_lat67p000000,155.9777644816492
lonn130p000000_lat68p000000,155.04199168403355
lonn130p000000_lat69p000000,154.13933248841232
lonn130p000000_lat70p000000,152.2859375041466
lonn129p000000_lat50p000000,145.2129132324641
lonn129p000000_lat51p000000,149.36777319338702
lonn129p000000_lat52p000000,147.07465242496457
lonn129p000000_lat53p000000,144.28863568437595
lonn129p000000_lat54p000000,144.82461084804805
lonn129p000000_lat55p000000,142.64663420969214
lonn129p000000_lat56p000000,142.65601726598106
lonn129p000000_lat57p000000,143.78920633907794
lonn129p000000_lat58p000000,145.8824366305714
lonn129p000000_lat59p000000,146.8365776043157
lonn129p000000_lat60p000000,148.17022704718644
lonn129p000000_lat61p000000,150.8917191444423
lonn129p000000_lat62p000000,150.01465255878935
lonn129p000000_lat63p000000,150.05569887080247
lonn129p000000_lat64p000000,150.85198398070025
lonn129p000000_lat65p000000,153.18557025102308
lonn129p000000_lat66p000000,153.48856749690268
lonn129p000000_lat67p000000,156.30311940247438
lonn129p000000_lat68p000000,154.35828819796552
lonn129p000000_lat69p000000,153.2438808281144
lonn129p000000_lat70p000000,150.90404714265202
lonn128p000000_lat49p000000,143.5105839079051
