grid_id,observed_fdis,null_mean_fdis,null_sd_fdis,n_valid_perms,ses_fdis,p_value_fdis_higher
lonn166p000000_lat54p000000,0.10459373697359851,0.10804918536361725,0.01126787152487919,99,-0.3066638080128259,0.65
lonn166p000000_lat60p000000,0.10656516912986594,0.11085710734336644,0.008193139353435555,99,-0.5238453818926935,0.74
lonn166p000000_lat61p000000,0.1099679951259312,0.11142461329030956,0.0073839298070272705,99,-0.19726869058155244,0.58
lonn166p000000_lat62p000000,0.1099679951259312,0.1121457796504236,0.00821004586817345,99,-0.26525850883911295,0.65
lonn166p000000_lat64p000000,0.10977506565300231,0.11142486270729575,0.007508258027485198,99,-0.21973100128606252,0.61
lonn166p000000_lat65p000000,0.1086514958774353,0.11188643944300579,0.006944703031015122,99,-0.46581452815522695,0.72
lonn166p000000_lat66p000000,0.10271699745097335,0.1111800173118018,0.008283876427037162,99,-1.021625556026717,0.85
lonn166p000000_lat67p000000,0.1064353483631229,0.10968470502546683,0.009526439856099017,99,-0.34108824612624006,0.69
lonn166p000000_lat68p000000,0.1064353483631229,0.10940587910628896,0.008878195324865881,99,-0.3345872257221295,0.61
lonn165p000000_lat54p000000,0.10580433518779124,0.11127874139528787,0.008353544563969898,99,-0.6553393192045176,0.74
lonn165p000000_lat59p000000,0.1099679951259312,0.11082551682157661,0.007483786847885622,99,-0.11458392830732345,0.53
lonn165p000000_lat60p000000,0.10759586781071191,0.11198758945114955,0.008026043550635725,99,-0.5471838786732943,0.73
lonn165p000000_lat61p000000,0.1122706602395796,0.11193413650670099,0.0074169035588438825,99,0.045372537233188216,0.56
lonn165p000000_lat62p000000,0.11424246835719135,0.11105912143764114,0.0073836280954479895,99,0.43113586957511285,0.37
lonn165p000000_lat63p000000,0.1099679951259312,0.10986605457182778,0.008054620168486529,99,0.012656159070324663,0.54
lonn165p000000_lat64p000000,0.10820293552234071,0.11195242347016449,0.007020854429732983,99,-0.5340500911035659,0.75
lonn165p000000_lat65p000000,0.10890230580358012,0.11275887928645174,0.006909663140691713,99,-0.5581420402624064,0.74
lonn165p000000_lat66p000000,0.10774556846621128,0.11117585586292518,0.006413991318464583,99,-0.5348132272706386,0.67
lonn165p000000_lat67p000000,0.10362287419203915,0.11006039907560997,0.008281546525391235,99,-0.7773336615127805,0.81
lonn165p000000_lat68p000000,0.1064353483631229,0.1093012159693303,0.0077719997889212815,99,-0.3687426253269581,0.65
lonn164p000000_lat54p000000,0.10580433518779124,0.10897669988147621,0.00903776963020566,99,-0.3510119004452627,0.65
lonn164p000000_lat55p000000,0.10580433518779124,0.10916127628753937,0.008542839394283009,99,-0.3929537879401832,0.64
lonn164p000000_lat59p000000,0.10759586781071191,0.11222427250467923,0.008036815617238709,99,-0.5759003210226123,0.76
lonn164p000000_lat60p000000,0.11115028997696513,0.1109740945869779,0.00808191765898744,99,0.021801185983538227,0.5
lonn164p000000_lat61p000000,0.1190412085025883,0.1109776159773904,0.007129864000815825,99,1.1309602152685139,0.12
lonn164p000000_lat62p000000,0.11814372857426354,0.11218412946346457,0.00692563902273871,99,0.8605125232822606,0.2
lonn164p000000_lat63p000000,0.10889705550809434,0.11021694044304814,0.008177687645457338,99,-0.16140075192123426,0.57
lonn164p000000_lat64p000000,0.11516879604973329,0.11177477910281591,0.00646517908831246,99,0.5249687441842052,0.29
lonn164p000000_lat65p000000,0.11535947136665166,0.11198688754593555,0.005417416459435324,99,0.6225446845317187,0.27
lonn164p000000_lat66p000000,0.10902273138579392,0.11177260673542201,0.007482440761960915,99,-0.3675104738025928,0.67
lonn164p000000_lat67p000000,0.10948318832958294,0.11228808196889216,0.006872271944305822,99,-0.40814648518577296,0.67
lonn164p000000_lat68p000000,0.10685631627208811,0.10982704645121416,0.007972373496096705,99,-0.37262807375752394,0.64
lonn164p000000_lat69p000000,0.10167891997192222,0.10946728243939452,0.00892066725465621,99,-0.8730694963885252,0.82
lonn163p000000_lat54p000000,0.10580433518779124,0.10950844158285131,0.007961617566317572,99,-0.46524545599008216,0.69
lonn163p000000_lat55p000000,0.10804761445677155,0.11064642952876545,0.007379007464218877,99,-0.35219032974226777,0.62
lonn163p000000_lat58p000000,0.11175188283975224,0.1099143580536337,0.007440976601134099,99,0.2469467228049711,0.37
lonn163p000000_lat59p000000,0.11061353779918574,0.11299194044636628,0.007460681264757057,99,-0.31879161738428474,0.64
lonn163p000000_lat60p000000,0.11927794673451243,0.11181964045441171,0.006938511180028537,99,1.074914500616261,0.13
lonn163p000000_lat61p000000,0.11871294236417776,0.11209778928399722,0.005427093542152218,99,1.2189126700692863,0.09
lonn163p000000_lat62p000000,0.11862833514908362,0.11164056136170653,0.006596891694601983,99,1.0592524647774586,0.15
lonn163p000000_lat63p000000,0.11615224726242147,0.11195241234793862,0.0060620803705579126,99,0.6928042285418142,0.24
lonn163p000000_lat64p000000,0.11671444376548647,0.11202968452640928,0.006569132979687282,99,0.7131472682259812,0.21
lonn163p000000_lat65p000000,0.11877315985723531,0.11285072217767551,0.00574799841173634,99,1.0303478281182694,0.15
lonn163p000000_lat66p000000,0.1182187007836084,0.11159855002527935,0.006903571885064779,99,0.9589457267260605,0.17
lonn163p000000_lat67p000000,0.11348487966619031,0.11251405477361363,0.005896882105373759,99,0.1646335936904645,0.49
lonn163p000000_lat68p000000,0.10778251113923877,0.11120249983476659,0.007659759590219266,99,-0.44648773309997775,0.7
lonn163p000000_lat69p000000,0.10167891997192222,0.10828825443966189,0.010352350831369365,99,-0.6384380297190353,0.74
lonn162p000000_lat54p000000,0.10692467947948127,0.10733208429937363,0.009088187908338926,99,-0.044827948541704944,0.54
lonn162p000000_lat55p000000,0.10804761445677155,0.11240870020181766,0.007148781551928281,99,-0.6100460216006697,0.72
lonn162p000000_lat56p000000,0.10850402042204363,0.11017790361973663,0.008171417981727533,99,-0.2048461113402895,0.59
lonn162p000000_lat58p000000,0.11061353779918574,0.11098028819780635,0.008283365583596613,99,-0.044275529664762885,0.52
lonn162p000000_lat59p000000,0.1164993976033642,0.11168001282951695,0.0065079777858700755,99,0.7405349145952754,0.24
lonn162p000000_lat60p000000,0.12335154384123177,0.11161298296821781,0.005930412663422827,99,1.9793834829428,0.03
lonn162p000000_lat61p000000,0.12115231209059109,0.11193254510324106,0.005748503052444678,99,1.603855282538141,0.07
lonn162p000000_lat62p000000,0.12052497965715255,0.11178961251741379,0.005774044796154066,99,1.5128679198258292,0.06
lonn162p000000_lat63p000000,0.11702478664974521,0.11195387546411849,0.006609591507676511,99,0.7672049293420422,0.24
lonn162p000000_lat64p000000,0.12091253289446628,0.11227581640280335,0.005767146718390356,99,1.497571834633937,0.07
lonn162p000000_lat65p000000,0.11863118917549044,0.11180096464001726,0.005716299175165858,99,1.1948682751152537,0.13
lonn162p000000_lat66p000000,0.11930341181052316,0.11234327937716865,0.006338400255476088,99,1.0980897628453294,0.15
lonn162p000000_lat67p000000,0.11761478785822994,0.11183388922788354,0.005850402968840154,99,0.9881197348517812,0.16
lonn162p000000_lat68p000000,0.10690850938560982,0.10997314484012329,0.007553283246726226,99,-0.40573553968623527,0.68
lonn162p000000_lat69p000000,0.10167891997192222,0.10936969760991132,0.011097297815680663,99,-0.6930315618926535,0.79
lonn161p000000_lat54p000000,0.10692467947948127,0.11069239329762337,0.009226310276425639,99,-0.40836625967035545,0.71
lonn161p000000_lat55p000000,0.10706514550097891,0.11134418737458057,0.0071179821889482625,99,-0.6011593960217428,0.72
lonn161p000000_lat56p000000,0.1078001734355976,0.11038491329073605,0.008212351320780655,99,-0.31473810047531514,0.66
lonn161p000000_lat58p000000,0.1129550536706126,0.11200962218771993,0.006724396986574107,99,0.14059721411158857,0.48
lonn161p000000_lat59p000000,0.11737801141064366,0.11177390925550196,0.0062260649239176125,99,0.9001033917287596,0.2
lonn161p000000_lat60p000000,0.1195462958243508,0.11331873010908705,0.005647856891549315,99,1.102642264994681,0.13
lonn161p000000_lat61p000000,0.12016541471664188,0.11239130094015355,0.005963972263894097,99,1.3035127315317738,0.08
lonn161p000000_lat62p000000,0.11936096217992276,0.1128511765630738,0.006056785373820877,99,1.0747921900924675,0.13
lonn161p000000_lat63p000000,0.11985309807388209,0.11270692805938932,0.005361266211854238,99,1.3329257925472795,0.08
lonn161p000000_lat64p000000,0.1203213972219863,0.11279160203736087,0.005645458342211532,99,1.3337792484136437,0.1
lonn161p000000_lat65p000000,0.11922615881579787,0.1118403015867761,0.005623825514924088,99,1.3133155019517824,0.11
lonn161p000000_lat66p000000,0.11768378040036671,0.11096628904249901,0.00562215653947288,99,1.1948246746074267,0.13
lonn161p000000_lat67p000000,0.11761478785822994,0.11159177834240266,0.005877043493881704,99,1.0248366414333216,0.13
lonn161p000000_lat68p000000,0.10571298887335166,0.11080453651481349,0.0074000638389920765,99,-0.6880410429209652,0.77
lonn161p000000_lat69p000000,0.09840622417993283,0.1098465424880573,0.009682211417658841,99,-1.1815811300359655,0.86
lonn161p000000_lat70p000000,0.09867317268739831,0.1038420524710728,0.01291498622545746,99,-0.40022340662553835,0.66
lonn160p000000_lat21p000000,0.08585215853986033,0.09637950987850166,0.011908338688148602,99,-0.884031905232788,0.78
lonn160p000000_lat22p000000,0.08968889698554948,0.09709580412035879,0.010705165513335764,99,-0.6919002910867924,0.74
lonn160p000000_lat54p000000,0.10692467947948127,0.10833223916124711,0.010313945667123096,99,-0.13647150442653594,0.57
lonn160p000000_lat55p000000,0.10706514550097891,0.11049542298072906,0.007338320701542065,99,-0.46744720205936463,0.65
lonn160p000000_lat56p000000,0.10706514550097891,0.11026776605006446,0.008714587279528228,99,-0.3675011158140493,0.69
lonn160p000000_lat58p000000,0.11731578490402195,0.11250177985654129,0.006888758753125426,99,0.6988203855007323,0.23
lonn160p000000_lat59p000000,0.12007766586632143,0.11146644936230425,0.005663985394265335,99,1.5203458174055065,0.08
lonn160p000000_lat60p000000,0.11867698068873037,0.11245947600907572,0.005710531859588299,99,1.0887785643319925,0.17
lonn160p000000_lat61p000000,0.11921354314055115,0.11229526920214702,0.005641757532791689,99,1.2262621883682367,0.14
lonn160p000000_lat62p000000,0.11867698068873037,0.11187811637287474,0.006338060000361806,99,1.0727043157476437,0.14
lonn160p000000_lat63p000000,0.11867698068873037,0.11163677062737223,0.005801045624830208,99,1.213610531043564,0.13
lonn160p000000_lat64p000000,0.11867698068873037,0.11249157057980082,0.006342377909756315,99,0.9752509542855673,0.17
lonn160p000000_lat65p000000,0.11770443887380083,0.11165350324969361,0.005252463294861243,99,1.152018640478109,0.14
lonn160p000000_lat66p000000,0.116291593617858,0.11211067998229397,0.005454406279995495,99,0.7665203912106598,0.25
lonn160p000000_lat67p000000,0.1150974866908728,0.11146033819142993,0.006007193203486531,99,0.6054655437637488,0.27
lonn160p000000_lat68p000000,0.10571298887335166,0.11135430233690667,0.007909124303265062,99,-0.7132665067896516,0.74
lonn160p000000_lat69p000000,0.09747186825465233,0.10899779474370705,0.009996059058031734,99,-1.1530470580597212,0.85
lonn160p000000_lat70p000000,0.101461633102224,0.10704397485120112,0.012303188975647342,99,-0.45373128544369135,0.7
lonn159p000000_lat21p000000,0.1012135435379197,0.09941146855825993,0.007097353576187662,99,0.253908018011941,0.44
lonn159p000000_lat55p000000,0.10706514550097891,0.11089522698496831,0.00994967866046853,99,-0.3849452444335569,0.71
lonn159p000000_lat56p000000,0.10706514550097891,0.11111493709903739,0.008222630268447096,99,-0.49251777908570704,0.69
lonn159p000000_lat57p000000,0.11025258935145688,0.10970534131339572,0.008383164299513123,99,0.06527941222539736,0.46
lonn159p000000_lat58p000000,0.11552818622478206,0.11211118471083775,0.006286542875264605,99,0.5435422269032855,0.31
lonn159p000000_lat59p000000,0.1203213972219863,0.11236704692913667,0.005715546484932876,99,1.3917042427733923,0.06
lonn159p000000_lat60p000000,0.11867698068873037,0.11251635392439972,0.0052129852352819275,99,1.181784809716129,0.13
lonn159p000000_lat61p000000,0.11867698068873037,0.11214797096308357,0.005898051050479835,99,1.1069774862521118,0.16
lonn159p000000_lat62p000000,0.11756978413521371,0.11260590975095965,0.005271041629672885,99,0.9417255132857144,0.18
lonn159p000000_lat63p000000,0.11723474929451477,0.11164045405924897,0.006316563932568719,99,0.8856548109045748,0.21
lonn159p000000_lat64p000000,0.11689244817821333,0.1114011405427107,0.005467903111145661,99,1.0042803473070427,0.15
lonn159p000000_lat65p000000,0.11761010941809857,0.11305049156830353,0.006158726481827135,99,0.740350762978245,0.24
lonn159p000000_lat66p000000,0.11700146806732016,0.1121196960298005,0.004651743955663101,99,1.0494498588161802,0.14
lonn159p000000_lat67p000000,0.1167878541568166,0.11304245427155979,0.005562781536315262,99,0.6732962387262342,0.29
lonn159p000000_lat68p000000,0.10777564457813257,0.11046033619122363,0.006031859283953311,99,-0.4450852526074668,0.65
lonn159p000000_lat69p000000,0.09709712246933769,0.10963772586328578,0.008807227069307666,99,-1.4238991790788367,0.92
lonn159p000000_lat70p000000,0.101461633102224,0.10697684391634031,0.010949048511131734,99,-0.5037159903446474,0.65
lonn158p000000_lat20p000000,0.0816483916287663,0.09377379490524523,0.01121397962035153,99,-1.081275665462537,0.88
lonn158p000000_lat21p000000,0.09958736454567102,0.0990984526081392,0.006657399226223741,99,0.07343887919564482,0.45
